"URL","CHARSET","SERVER","WHOIS_COUNTRY","WHOIS_STATEPRO","WHOIS_REGDATE","WHOIS_UPDATED_DATE","TCP_CONVERSATION_EXCHANGE","DIST_REMOTE_TCP_PORT","REMOTE_IPS","APP_BYTES","SOURCE_APP_BYTES","DNS_QUERY_TIMES","Type","NUMBER SPECIAL CHAR","TOTAL URL LENGTH"
"B0_2004","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",2,2,1,276,244,0,"benign",8,39
"B0_2052","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",16,6,4,1224,244,0,"benign",8,39
"B0_2079","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",34,24,7,5528,7472,0,"benign",8,39
"B0_2103","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",6,2,3,492,184,0,"benign",8,39
"B0_2121","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",5,3,2,498,438,0,"benign",8,39
"B0_2136","UTF-8","APACHE","None","None",,,22,9,9,1560,1334,0,"benign",8,39
"B0_2160","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",22,9,10,1524,702,0,"benign",8,39
"B0_2179","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",2,2,1,276,246,0,"benign",8,39
"B0_2193","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",3,3,1,366,306,0,"benign",9,39
"B0_2202","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",18,7,11,1308,1030,0,"benign",8,39
"B0_2241","ISO-8859-1","AMAZONS3","None","None","15/5/2005 0:00","15/4/2017 0:00",10,4,5,816,436,0,"benign",9,39
"B0_2244","ISO-8859-1","NGINX","US","Ohio","8/1/2004 0:00","3/1/2017 0:00",8,4,6,684,762,0,"benign",9,39
"B0_2269","UTF-8","APACHE","None","None",,,4,3,2,420,310,0,"benign",9,39
"B0_2284","UTF-8","CLOUDFLARE-NGINX","None","None",,,3,3,1,366,244,0,"benign",10,39
"B0_2285","UTF-8","CLOUDFLARE-NGINX","US","Arizona","10/11/2009 0:00","21/4/2015 0:00",12,5,5,912,244,0,"benign",10,39
"B0_2291","ISO-8859-1","APACHE","CA","ON","26/11/1996 0:00","2/11/2016 0:00",11,5,5,894,634,0,"benign",7,39
"B0_2297","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",9,8,6,714,788,0,"benign",9,39
"B0_233","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",25,11,4,3771,11756,8,"benign",9,39
"B0_253","ISO-8859-1","APACHE","AT","Austria","1/6/2004 0:00","2/6/2016 0:00",10,2,7,927,2926,4,"benign",8,39
"B0_273","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",23,6,10,2679,7080,6,"benign",8,39
"B0_345","ISO-8859-1","CLOUDFLARE-NGINX","None","None","2/8/2010 0:00","4/5/2016 0:00",28,6,13,2721,15626,2,"benign",7,39
"B0_356","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",63,54,5,6884,57005,10,"benign",9,39
"B0_389","UTF-8","APACHE/2.2.15 (CENTOS)","KY","GRAND CAYMAN","24/8/2003 0:00","27/2/2017 0:00",9,0,1,865,19264,2,"benign",7,39
"B0_392","ISO-8859-1","NGINX","US","Ohio","8/1/2004 0:00","3/1/2017 0:00",40,11,12,6028,20061,6,"benign",9,39
"B0_393","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",44,36,6,5129,59068,8,"benign",8,39
"B0_471","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",38,33,1,6419,29141,10,"benign",9,39
"B0_480","ISO-8859-1","NGINX/1.10.0 (UBUNTU)","LV","RIX","19/7/2010 0:00","20/7/2016 0:00",71,67,7,7582,82537,8,"benign",6,39
"B0_50","US-ASCII","MICROSOFT-HTTPAPI/2.0","TR","TR","28/10/2008 0:00","3/4/2016 0:00",12,6,9,1063,1287,2,"benign",8,39
"B0_523","ISO-8859-1","NGINX/1.8.1","US","nj","24/6/2003 0:00","22/8/2016 0:00",24,13,8,2750,9290,6,"benign",8,39
"B0_606","US-ASCII","CLOUDFLARE-NGINX","US","Arizona","10/6/2005 0:00","4/6/2015 0:00",23,17,8,1970,2183,4,"benign",9,39
"B0_61","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",69,60,5,8450,68036,12,"benign",8,39
"B0_631","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",64,56,5,7076,63630,10,"benign",9,39
"B0_632","UTF-8","APACHE/2.2.22 (DEBIAN)","US","Arizona","28/2/2008 0:00","24/4/2017 0:00",13,3,7,1313,1612,4,"benign",10,39
"B0_644","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",62,50,5,6269,54988,8,"benign",9,39
"B0_666","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",57,49,5,5951,56509,8,"benign",10,39
"B0_710","ISO-8859-1","NGINX/1.11.10","US","GA","22/9/1993 0:00","15/2/2017 0:00",35,0,2,3234,129083,2,"benign",9,39
"B0_742","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",60,51,4,6503,58109,8,"benign",8,39
"B0_795","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",9,39
"B0_820","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_830","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_839","ISO-8859-1","SQUEEGIT/1.2.5 (3_SIR)","US","MA","29/9/1994 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",8,39
"B0_841","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_85","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",66,56,7,8252,61807,12,"benign",8,39
"B0_854","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_865","UTF-8","APACHE","PA","Panama","7/11/2016 0:00","7/11/2016 0:00",0,0,0,0,0,0,"benign",9,39
"B0_870","UTF-8","APACHE/2","PA","Panama","30/7/2009 4:01","19/4/2017 10:41",0,0,0,0,0,0,"benign",8,39
"B0_876","UTF-8","VIRTUOSO/07.20.3217 (LINUX) I686-GENERIC-LINUX-GLIBC212-64  VDB","DE","None","10/1/2007 15:27","9/1/2017 16:53",0,0,0,0,0,0,"benign",7,39
"B0_900","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_902","UTF-8","YOUTUBEFRONTEND","None","None",,,0,0,0,0,0,0,"benign",8,39
"B0_915","ISO-8859-1","NGINX/1.12.0","CA","SK","19/10/2005 0:00","18/10/2016 0:00",0,0,0,0,0,0,"benign",9,39
"B0_948","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"B0_988","UTF-8","YOUTUBEFRONTEND","US","CA","15/2/2005 0:00","14/1/2017 0:00",0,0,0,0,0,0,"benign",8,39
"M0_126","UTF-8","NGINX","None","None",,,12,1,5,1340,964,4,"malicious",13,40
"M0_139","UTF-8","NGINX","None","None",,,12,1,4,1325,2091,6,"malicious",13,40
"M0_143","UTF-8","NGINX","None","None",,,11,1,4,1266,960,4,"malicious",13,40
"M0_158","UTF-8","NGINX","None","None",,,21,1,5,2383,3786,8,"malicious",11,40
"M0_160","UTF-8","NGINX","None","None",,,19,1,5,2243,3021,6,"malicious",11,40
"M0_39","UTF-8","APACHE","None","None",,,11,0,2,1285,2462,6,"malicious",10,40
"M0_45","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",19,0,2,2610,7715,6,"malicious",9,40
"B0_1011","UTF-8","APACHE-COYOTE/1.1","US","ca","14/5/1999 0:00","28/6/2016 0:00",0,0,0,0,0,0,"benign",9,40
"B0_1017","UTF-8","MW2239.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",9,40
"B0_1033","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",7,40
"B0_1075","UTF-8","YIPPEE-KI-YAY","US","Arizona","13/9/2001 23:03","13/2/2013 1:33",0,0,0,0,0,0,"benign",10,40
"B0_1116","UTF-8","APACHE","US","CA","22/2/2001 0:00","7/2/2017 0:00",0,0,0,0,0,0,"benign",7,40
"B0_1142","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",7,40
"B0_116","UTF-8","APACHE","US","CA","2/10/2005 0:00","3/10/2016 0:00",8,0,2,1016,1612,4,"benign",9,40
"B0_1195","UTF-8","NONE","CA","ON","27/8/2002 0:00","1/6/2016 0:00",0,0,0,0,0,0,"benign",7,40
"B0_1228","UTF-8","CLOUDFLARE-NGINX","US","CO","28/9/1996 0:00","26/9/2016 0:00",0,0,0,0,0,0,"benign",9,40
"B0_1244","ISO-8859-1","CLOUDFLARE-NGINX","ES","Alicante","5/6/2006 0:00","24/3/2017 0:00",0,0,0,0,0,0,"benign",8,40
"B0_1311","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",0,0,0,0,0,0,"benign",9,40
"B0_1383","UTF-8","APACHE","US","CA","20/10/1998 0:00","4/12/2013 0:00",0,0,0,0,0,0,"benign",12,40
"B0_1415","UTF-8","NGINX","US","NY","23/3/1995 0:00","3/3/2017 0:00",0,0,0,0,0,0,"benign",11,40
"B0_2010","UTF-8","MW2165.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",7,4,3,630,310,0,"benign",10,40
"B0_2034","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",3,3,1,366,306,0,"benign",7,40
"B0_2068","UTF-8","MW2192.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",14,12,5,1092,244,0,"benign",9,40
"B0_2148","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","New Jersey","23/4/2002 18:56","20/8/2015 15:58",3,3,1,366,306,0,"benign",9,40
"B0_222","UTF-8","APACHE/2.2.23 (AMAZON)","US","New York","26/9/2005 0:00","23/7/2011 0:00",156,17,12,23383,295213,6,"benign",8,40
"B0_2275","ISO-8859-1","APACHE","US","California","4/1/1995 0:00","4/1/2017 0:00",5,3,3,486,244,0,"benign",9,40
"B0_2323","UTF-8","NONE","None","None","22/2/1996 0:00","16/1/2015 0:00",12,4,8,924,642,0,"benign",6,40
"B0_251","ISO-8859-1","LITESPEED","AU","Vic","30/7/2004 0:00","30/3/2014 0:00",24,6,4,1784,23886,2,"benign",7,40
"B0_309","ISO-8859-1","NONE","US","ME","5/11/2008 0:00","7/10/2016 0:00",17,3,9,1394,12358,2,"benign",8,40
"B0_349","UTF-8","NGINX/1.11.3","None","None","1/7/2007 5:40","8/12/2016 14:01",16,11,2,2272,16035,4,"benign",9,40
"B0_353","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",8,1,3,1088,2036,6,"benign",9,40
"B0_376","ISO-8859-1","APACHE/2.2.32","US","MO","29/12/2005 0:00","30/9/2015 0:00",21,0,2,2021,26799,2,"benign",9,40
"B0_391","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","PA","5/6/2003 0:00","26/11/2014 0:00",22,0,2,1724,38477,2,"benign",6,40
"B0_409","UTF-8","NONE","CA","ON","27/8/2002 0:00","1/6/2016 0:00",76,9,7,8268,117625,8,"benign",7,40
"B0_416","ISO-8859-1","NGINX/1.12.0","None","None","17/2/2009 0:00","16/2/2015 0:00",15,10,4,1166,1626,4,"benign",6,40
"B0_442","UTF-8","NGINX/1.4.6 (UBUNTU)","US","CA","2/12/2005 0:00","2/12/2016 0:00",26,1,3,4229,32381,4,"benign",9,40
"B0_520","UTF-8","MICROSOFT-IIS/7.5","US","OH","8/11/1998 0:00","16/3/2015 0:00",56,4,8,4551,67881,4,"benign",9,40
"B0_552","ISO-8859-1","APACHE","None","None","12/2/2002 0:00","16/10/2014 0:00",8,4,1,1325,2833,4,"benign",8,40
"B0_562","UTF-8","APACHE","US","MO","20/5/1996 0:00","24/10/2016 0:00",24,0,9,2112,16019,4,"benign",9,40
"B0_590","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",48,41,9,6057,15706,8,"benign",7,40
"B0_685","ISO-8859-1","NGINX","US","WA","8/4/1996 0:00","18/11/2016 0:00",16,5,5,1615,25358,4,"benign",8,40
"B0_697","UTF-8","NGINX","US","NY","8/5/1996 0:00","27/1/2017 0:00",20,5,9,2948,5557,4,"benign",8,40
"B0_703","ISO-8859-1","NONE","US","TX","2/3/1999 0:00","1/2/2017 0:00",14,1,3,1981,6759,6,"benign",6,40
"B0_765","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",38,1,3,2995,41717,6,"benign",7,40
"B0_803","ISO-8859-1","CLOUDFLARE-NGINX","US","NJ","17/12/2007 0:00","15/12/2015 0:00",0,0,0,0,0,0,"benign",9,40
"B0_863","UTF-8","NGINX + PHUSION PASSENGER","US","FL","3/6/2000 0:00","5/5/2016 0:00",0,0,0,0,0,0,"benign",9,40
"B0_976","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",7,40
"B0_980","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",0,0,0,0,0,0,"benign",9,40
"M0_116","UTF-8","NGINX","None","None",,,9,0,3,1142,1991,4,"malicious",13,41
"M0_156","UTF-8","NGINX","None","None",,,15,1,5,1653,2798,6,"malicious",11,41
"M0_52","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",24,0,2,4034,12486,6,"malicious",10,41
"M0_57","UTF-8","PROXY PANDEIRO UOL","BR","None",,,22,0,3,2316,31378,4,"malicious",11,41
"M0_92","ISO-8859-1","NGINX/1.8.0","None","None","18/7/2005 0:00","18/6/2016 0:00",7,0,1,737,1162,4,"malicious",10,41
"B0_107","ISO-8859-1","NGINX","None","None","21/11/2016 0:00","13/1/2017 0:00",8,0,2,1089,1977,6,"benign",6,41
"B0_1283","UTF-8","NGINX","US","Oregon","30/8/2000 0:00","16/8/2016 0:00",0,0,0,0,0,0,"benign",8,41
"B0_1296","UTF-8","APACHE","US","MO","20/5/1996 0:00","24/10/2016 0:00",0,0,0,0,0,0,"benign",8,41
"B0_1373","UTF-8","NGINX/1.12.0","US","Pennsylvania","8/9/2007 0:00","9/9/2016 0:00",0,0,0,0,0,0,"benign",9,41
"B0_1378","US-ASCII","MICROSOFT-HTTPAPI/2.0","GB","worcs","25/10/2006 0:00","18/10/2016 0:00",0,0,0,0,0,0,"benign",8,41
"B0_1425","UTF-8","NGINX/1.8.1","US","NY","18/10/1994 0:00","6/10/2016 0:00",0,0,0,0,0,0,"benign",10,41
"B0_192","UTF-8","MW2231.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,124,0,"benign",9,41
"B0_2019","UTF-8","MW2165.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",3,3,1,366,244,0,"benign",9,41
"B0_2135","ISO-8859-1","APACHE","US","Maine","23/10/1996 0:00","28/2/2017 0:00",7,5,5,630,442,0,"benign",9,41
"B0_2299","UTF-8","APACHE","US","Arizona","4/11/2003 0:00","4/11/2016 0:00",5,3,3,576,522,0,"benign",9,41
"B0_238","ISO-8859-1","OPENRESTY/1.11.2.2","US","FL","30/7/2002 0:00","26/6/2014 0:00",20,0,2,1895,13792,2,"benign",7,41
"B0_26","UTF-8","APACHE","PA","PANAMA","9/12/2008 0:00","30/11/2016 0:00",8,0,1,1078,1532,4,"benign",8,41
"B0_275","UTF-8","MW2109.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",34,27,3,4891,37001,8,"benign",9,41
"B0_30","ISO-8859-1","APACHE","US","PA","9/3/2010 0:00","18/1/2013 0:00",18,0,3,1868,18348,4,"benign",7,41
"B0_364","US-ASCII","MICROSOFT-IIS/7.5","US","Kansas","4/7/2001 23:21","19/4/2017 17:24",10,3,5,1202,1335,4,"benign",8,41
"B0_373","UTF-8","APACHE","JP","None","8/3/2016 0:00","27/2/2017 0:00",34,11,4,3699,27522,6,"benign",8,41
"B0_390","UTF-8","APACHE","US","VA","23/2/2010 0:00","23/1/2017 0:00",26,0,8,2657,34427,4,"benign",8,41
"B0_427","ISO-8859-1","APACHE","US","Arizona","6/7/2016 14:30","5/9/2016 3:47",8,3,8,552,420,0,"benign",10,41
"B0_434","UTF-8","SERVER","US","WA","5/1/1996 0:00","5/5/2016 0:00",40,12,6,3079,38924,4,"benign",8,41
"B0_713","ISO-8859-1","NGINX/0.8.54","None","None","16/1/2016 0:00","13/3/2017 0:00",1,0,1,54,124,0,"benign",8,41
"B0_731","UTF-8","NGINX/1.8.1","US","NY","18/10/1994 0:00","6/10/2016 0:00",10,1,4,1198,2763,6,"benign",10,41
"B0_758","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",101,41,5,10813,142735,8,"benign",9,41
"B0_829","UTF-8","APACHE-COYOTE/1.1","GB","London","13/6/1997 0:00","5/11/2015 0:00",0,0,0,0,0,0,"benign",10,41
"B0_855","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",0,0,0,0,0,0,"benign",9,41
"B0_910","ISO-8859-1","NGINX","FR","None","22/7/2005 18:52","21/7/2016 18:54",0,0,0,0,0,0,"benign",9,41
"M0_128","UTF-8","NGINX","None","None",,,7,1,5,466,822,4,"malicious",13,42
"M0_154","UTF-8","NGINX","None","None",,,18,1,4,2185,2969,6,"malicious",11,42
"M0_155","UTF-8","NGINX","None","None",,,18,1,5,2185,2969,6,"malicious",11,42
"M0_40","UTF-8","NGINX/1.10.1","None","None","7/4/2002 20:00",,15,0,3,2124,12884,2,"malicious",10,42
"M0_47","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",24,0,2,4035,12416,6,"malicious",10,42
"M0_48","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",25,0,2,4101,12614,6,"malicious",10,42
"M0_50","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",23,0,2,3969,12354,6,"malicious",10,42
"M0_53","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",25,0,2,4101,12614,6,"malicious",10,42
"M1_3","ISO-8859-1","APACHE","US","Arizona","5/3/2013 20:51","5/5/2013 3:46",15,0,6,1980,5911,4,"malicious",8,42
"B0_104","UTF-8","APACHE/2.4.6","US","FL","24/5/2004 0:00","16/3/2017 0:00",51,11,7,4601,45279,6,"benign",7,42
"B0_1131","UTF-8","APACHE/2.4.25","IN","Karnataka","30/1/2006 0:00","14/4/2014 0:00",0,0,0,0,0,0,"benign",8,42
"B0_1139","UTF-8","NGINX/1.10.1","CA","BC","19/12/1997 0:00","5/11/2012 0:00",0,0,0,0,0,0,"benign",7,42
"B0_1236","UTF-8","NGINX","US","Arizona","30/11/2006 0:00","17/4/2015 0:00",0,0,0,0,0,0,"benign",10,42
"B0_1257","UTF-8","APACHE","CA","ON","14/4/1999 0:00","8/8/2015 0:00",0,0,0,0,0,0,"benign",8,42
"B0_1260","UTF-8","APACHE/2.4.25","CA","Quebec","27/5/2008 0:00","27/5/2015 0:00",0,0,0,0,0,0,"benign",8,42
"B0_1266","UTF-8","CLOUDFLARE-NGINX","US","Arizona","10/11/2009 0:00","21/4/2015 0:00",0,0,0,0,0,0,"benign",10,42
"B0_1268","UTF-8","MW2225.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",9,42
"B0_1303","UTF-8","NGINX/1.1.19","US","CA","9/12/1996 0:00","9/10/2015 0:00",0,0,0,0,0,0,"benign",8,42
"B0_1351","UTF-8","NGINX","US","Arizona","8/5/2004 20:53","4/4/2014 15:11",0,0,0,0,0,0,"benign",11,42
"B0_1375","ISO-8859-1","NONE","US","CA","2/11/2002 0:00","2/2/2017 0:00",0,0,0,0,0,0,"benign",10,42
"B0_1422","ISO-8859-1","NGINX","US","Ohio","8/1/2004 0:00","3/1/2017 0:00",0,0,0,0,0,0,"benign",9,42
"B0_146","UTF-8","APACHE","None","None","16/8/1999 0:00","17/8/2013 0:00",7,0,2,985,1496,6,"benign",9,42
"B0_2112","ISO-8859-1","APACHE-COYOTE/1.1","US","CA","4/8/1995 0:00","26/1/2017 0:00",4,3,2,432,310,0,"benign",9,42
"B0_2172","ISO-8859-1","APACHE","US","Indiana","18/7/2002 0:00","10/7/2013 0:00",6,4,4,528,612,0,"benign",7,42
"B0_2185","UTF-8","NGINX","None","None","23/11/1994 0:00","19/8/2015 0:00",6,5,2,540,473,0,"benign",9,42
"B0_2218","UTF-8","NGINX","AU","NEW SOUTH WALES","30/8/2015 0:00","8/3/2017 0:00",5,3,3,498,376,0,"benign",8,42
"B0_2231","US-ASCII","NONE","None","None","11/10/2000 0:00","2/7/2014 0:00",8,8,3,636,364,0,"benign",9,42
"B0_291","UTF-8","APACHE","UK","UK","27/2/1996 0:00","27/1/2016 0:00",33,0,5,2706,41737,4,"benign",8,42
"B0_314","UTF-8","APACHE/2.2.15 (CENTOS)","None","None","30/4/2009 0:00","5/1/2017 0:00",33,4,9,3088,12104,8,"benign",8,42
"B0_328","UTF-8","NONE","US","CA","22/2/1996 0:00","16/1/2015 0:00",28,20,2,2780,27390,4,"benign",8,42
"B0_33","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",15,6,10,950,1327,2,"benign",9,42
"B0_363","UTF-8","OPENRESTY/1.11.2.1","US","IL","27/11/2006 0:00","2/3/2017 0:00",19,15,3,2864,10465,4,"benign",7,42
"B0_510","UTF-8","APACHE/2.2.22 (DEBIAN)","JP","none","13/2/2017 0:00","28/2/2017 0:00",15,4,4,1540,25529,4,"benign",9,42
"B0_518","UTF-8","APACHE/2.2.22 (DEBIAN)","SC","Not Applicable","29/9/2015 0:00","24/3/2017 0:00",5,0,3,334,412,2,"benign",9,42
"B0_527","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",71,9,13,7856,82332,6,"benign",7,42
"B0_575","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","CA","22/10/1998 0:00","16/3/2017 0:00",29,14,15,2767,3550,4,"benign",9,42
"B0_603","UTF-8","APACHE/2.2.15 (CENTOS)","AU","NSW","19/8/2004 0:00","5/7/2016 0:00",14,0,3,1102,1015,2,"benign",8,42
"B0_818","ISO-8859-1","NGINX/1.8.1","US","nj","24/6/2003 0:00","22/8/2016 0:00",0,0,0,0,0,0,"benign",8,42
"B0_840","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","California","18/3/2016 0:00","14/3/2017 0:00",0,0,0,0,0,0,"benign",8,42
"B0_92","UTF-8","NONE","US","CA","22/2/1996 0:00","16/1/2015 0:00",22,15,2,2432,27169,4,"benign",8,42
"B0_939","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",0,0,0,0,0,0,"benign",9,42
"B0_963","ISO-8859-1","APACHE","US","PA","6/12/2010 0:00","7/12/2016 0:00",0,0,0,0,0,0,"benign",7,42
"B0_985","UTF-8","APACHE/2.4.6","US","FL","24/5/2004 0:00","16/3/2017 0:00",0,0,0,0,0,0,"benign",7,42
"M0_132","UTF-8","NGINX","None","None",,,11,1,4,1266,966,4,"malicious",13,43
"M0_153","UTF-8","NGINX","None","None",,,18,1,5,2188,3031,6,"malicious",11,43
"M0_54","ISO-8859-1","APACHE/2.2.14 (FREEBSD) MOD_SSL/2.2.14 OPENSSL/0.9.8Y DAV/2 PHP/5.2.12 WITH SUHOSIN-PATCH","US","Utah","24/5/2000 0:00","25/5/2016 0:00",23,0,2,3970,12548,6,"malicious",10,43
"M0_64","ISO-8859-1","APACHE/1.3.27 (UNIX) PHP/4.4.1","None","None","3/3/2000 0:00","8/12/2015 0:00",10,0,5,925,1399,2,"malicious",11,43
"M0_9","ISO-8859-1","DOSARREST","us","Washington","23/6/2003 0:00","2/1/2017 0:00",8,0,1,1045,2806,2,"malicious",10,43
"M0_95","UTF-8","APACHE","US","CA","3/8/2004 0:00","4/8/2016 0:00",11,0,1,883,8893,2,"malicious",10,43
"M4_75","UTF-8","NGINX/1.12.0","None","None",,,0,0,0,0,124,0,"malicious",10,43
"B0_1005","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","WA","14/5/2002 0:00","3/3/2017 0:00",0,0,0,0,0,0,"benign",8,43
"B0_1010","UTF-8","NGINX + PHUSION PASSENGER","US","FL","3/6/2000 0:00","5/5/2016 0:00",0,0,0,0,0,0,"benign",9,43
"B0_1112","ISO-8859-1","APACHE","AU","Queensland","22/3/2006 0:00","22/3/2017 0:00",0,0,0,0,0,0,"benign",9,43
"B0_1177","ISO-8859-1","NGINX","US","WA","26/4/2001 0:00","15/12/2015 0:00",0,0,0,0,0,0,"benign",9,43
"B0_120","ISO-8859-1","APACHE","US","ca","9/5/2004 18:06","24/4/2017 11:55",16,0,1,1151,24455,2,"benign",8,43
"B0_1335","ISO-8859-1","APACHE/2.4.12 (UNIX) OPENSSL/1.0.1E-FIPS MOD_BWLIMITED/1.4","US","GA","5/11/1997 5:00","5/9/2016 8:00",0,0,0,0,0,0,"benign",8,43
"B0_1420","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",0,0,0,0,0,0,"benign",9,43
"B0_180","UTF-8","NGINX","GB","Peterborough","8/12/1995 0:00","4/4/2014 0:00",15,6,5,1528,3023,6,"benign",8,43
"B0_2008","UTF-8","APACHE","US","CA","27/6/2001 0:00","3/3/2017 0:00",15,3,4,1110,244,0,"benign",7,43
